parcellation_label,parcellation_term_label,parcellation_term_set_label,parcellation_index,voxel_count,volume_mm3,color_hex_triplet,red,green,blue,parcellation_term_name,parcellation_term_acronym,parcellation_term_set_name,term_set_order,term_order,parent_term_label
AllenCCF-Annotation-2020-201,AllenCCF-Ontology-2017-329,AllenCCF-Ontology-2017-STRU,194,1516040,1.5160400000000003,#188064,24,128,100,"Primary somatosensory area, barrel field",SSp-bfd,structure,3,5,AllenCCF-Ontology-2017-315
AllenCCF-Annotation-2020-201,AllenCCF-Ontology-2017-201,AllenCCF-Ontology-2017-SUBS,194,1516040,1.5160400000000003,#188064,24,128,100,"Primary somatosensory area, barrel field, layer 2/3",SSp-bfd2/3,substructure,4,23,AllenCCF-Ontology-2017-329
AllenCCF-Annotation-2020-1047,AllenCCF-Ontology-2017-997,AllenCCF-Ontology-2017-ORGA,1036,1281604,1.2816040000000002,#FFFFFF,255,255,255,brain,brain,organ,0,0,
AllenCCF-Annotation-2020-1047,AllenCCF-Ontology-2017-8,AllenCCF-Ontology-2017-CATE,1036,1281604,1.2816040000000002,#BFDAE3,191,218,227,Basic cell groups and regions,grey,category,1,1,AllenCCF-Ontology-2017-997
AllenCCF-Annotation-2020-1047,AllenCCF-Ontology-2017-315,AllenCCF-Ontology-2017-DIVI,1036,1281604,1.2816040000000002,#70FF71,112,255,113,Isocortex,Isocortex,division,2,1,AllenCCF-Ontology-2017-8
AllenCCF-Annotation-2020-1047,AllenCCF-Ontology-2017-329,AllenCCF-Ontology-2017-STRU,1036,1281604,1.2816040000000002,#188064,24,128,100,"Primary somatosensory area, barrel field",SSp-bfd,structure,3,5,AllenCCF-Ontology-2017-315
AllenCCF-Annotation-2020-1047,AllenCCF-Ontology-2017-1047,AllenCCF-Ontology-2017-SUBS,1036,1281604,1.2816040000000002,#188064,24,128,100,"Primary somatosensory area, barrel field, layer 4",SSp-bfd4,substructure,4,24,AllenCCF-Ontology-2017-329
AllenCCF-Annotation-2020-1070,AllenCCF-Ontology-2017-997,AllenCCF-Ontology-2017-ORGA,1059,1208038,1.2080380000000002,#FFFFFF,255,255,255,brain,brain,organ,0,0,
AllenCCF-Annotation-2020-1070,AllenCCF-Ontology-2017-8,AllenCCF-Ontology-2017-CATE,1059,1208038,1.2080380000000002,#BFDAE3,191,218,227,Basic cell groups and regions,grey,category,1,1,AllenCCF-Ontology-2017-997
AllenCCF-Annotation-2020-1070,AllenCCF-Ontology-2017-315,AllenCCF-Ontology-2017-DIVI,1059,1208038,1.2080380000000002,#70FF71,112,255,113,Isocortex,Isocortex,division,2,1,AllenCCF-Ontology-2017-8
AllenCCF-Annotation-2020-1070,AllenCCF-Ontology-2017-329,AllenCCF-Ontology-2017-STRU,1059,1208038,1.2080380000000002,#188064,24,128,100,"Primary somatosensory area, barrel field",SSp-bfd,structure,3,5,AllenCCF-Ontology-2017-315
AllenCCF-Annotation-2020-1070,AllenCCF-Ontology-2017-1070,AllenCCF-Ontology-2017-SUBS,1059,1208038,1.2080380000000002,#188064,24,128,100,"Primary somatosensory area, barrel field, layer 5",SSp-bfd5,substructure,4,25,AllenCCF-Ontology-2017-329
AllenCCF-Annotation-2020-1038,AllenCCF-Ontology-2017-997,AllenCCF-Ontology-2017-ORGA,1027,1296044,1.2960440000000002,#FFFFFF,255,255,255,brain,brain,organ,0,0,
AllenCCF-Annotation-2020-1038,AllenCCF-Ontology-2017-8,AllenCCF-Ontology-2017-CATE,1027,1296044,1.2960440000000002,#BFDAE3,191,218,227,Basic cell groups and regions,grey,category,1,1,AllenCCF-Ontology-2017-997
AllenCCF-Annotation-2020-1038,AllenCCF-Ontology-2017-315,AllenCCF-Ontology-2017-DIVI,1027,1296044,1.2960440000000002,#70FF71,112,255,113,Isocortex,Isocortex,division,2,1,AllenCCF-Ontology-2017-8
AllenCCF-Annotation-2020-1038,AllenCCF-Ontology-2017-329,AllenCCF-Ontology-2017-STRU,1027,1296044,1.2960440000000002,#188064,24,128,100,"Primary somatosensory area, barrel field",SSp-bfd,structure,3,5,AllenCCF-Ontology-2017-315
AllenCCF-Annotation-2020-1038,AllenCCF-Ontology-2017-1038,AllenCCF-Ontology-2017-SUBS,1027,1296044,1.2960440000000002,#188064,24,128,100,"Primary somatosensory area, barrel field, layer 6a",SSp-bfd6a,substructure,4,26,AllenCCF-Ontology-2017-329
AllenCCF-Annotation-2020-1062,AllenCCF-Ontology-2017-997,AllenCCF-Ontology-2017-ORGA,1051,146554,0.14655400000000002,#FFFFFF,255,255,255,brain,brain,organ,0,0,
AllenCCF-Annotation-2020-1062,AllenCCF-Ontology-2017-8,AllenCCF-Ontology-2017-CATE,1051,146554,0.14655400000000002,#BFDAE3,191,218,227,Basic cell groups and regions,grey,category,1,1,AllenCCF-Ontology-2017-997
AllenCCF-Annotation-2020-1062,AllenCCF-Ontology-2017-315,AllenCCF-Ontology-2017-DIVI,1051,146554,0.14655400000000002,#70FF71,112,255,113,Isocortex,Isocortex,division,2,1,AllenCCF-Ontology-2017-8
AllenCCF-Annotation-2020-1062,AllenCCF-Ontology-2017-329,AllenCCF-Ontology-2017-STRU,1051,146554,0.14655400000000002,#188064,24,128,100,"Primary somatosensory area, barrel field",SSp-bfd,structure,3,5,AllenCCF-Ontology-2017-315
AllenCCF-Annotation-2020-1062,AllenCCF-Ontology-2017-1062,AllenCCF-Ontology-2017-SUBS,1051,146554,0.14655400000000002,#188064,24,128,100,"Primary somatosensory area, barrel field, layer 6b",SSp-bfd6b,substructure,4,27,AllenCCF-Ontology-2017-329
AllenCCF-Annotation-2020-1030,AllenCCF-Ontology-2017-997,AllenCCF-Ontology-2017-ORGA,1019,299572,0.29957200000000006,#FFFFFF,255,255,255,brain,brain,organ,0,0,
AllenCCF-Annotation-2020-1030,AllenCCF-Ontology-2017-8,AllenCCF-Ontology-2017-CATE,1019,299572,0.29957200000000006,#BFDAE3,191,218,227,Basic cell groups and regions,grey,category,1,1,AllenCCF-Ontology-2017-997
AllenCCF-Annotation-2020-1030,AllenCCF-Ontology-2017-315,AllenCCF-Ontology-2017-DIVI,1019,299572,0.29957200000000006,#70FF71,112,255,113,Isocortex,Isocortex,division,2,1,AllenCCF-Ontology-2017-8
AllenCCF-Annotation-2020-1030,AllenCCF-Ontology-2017-337,AllenCCF-Ontology-2017-STRU,1019,299572,0.29957200000000006,#188064,24,128,100,"Primary somatosensory area, lower limb",SSp-ll,structure,3,6,AllenCCF-Ontology-2017-315
AllenCCF-Annotation-2020-1030,AllenCCF-Ontology-2017-1030,AllenCCF-Ontology-2017-SUBS,1019,299572,0.29957200000000006,#188064,24,128,100,"Primary somatosensory area, lower limb, layer 1",SSp-ll1,substructure,4,29,AllenCCF-Ontology-2017-337
AllenCCF-Annotation-2020-113,AllenCCF-Ontology-2017-997,AllenCCF-Ontology-2017-ORGA,108,646572,0.6465720000000001,#FFFFFF,255,255,255,brain,brain,organ,0,0,
AllenCCF-Annotation-2020-113,AllenCCF-Ontology-2017-8,AllenCCF-Ontology-2017-CATE,108,646572,0.6465720000000001,#BFDAE3,191,218,227,Basic cell groups and regions,grey,category,1,1,AllenCCF-Ontology-2017-997
AllenCCF-Annotation-2020-113,AllenCCF-Ontology-2017-315,AllenCCF-Ontology-2017-DIVI,108,646572,0.6465720000000001,#70FF71,112,255,113,Isocortex,Isocortex,division,2,1,AllenCCF-Ontology-2017-8
AllenCCF-Annotation-2020-113,AllenCCF-Ontology-2017-337,AllenCCF-Ontology-2017-STRU,108,646572,0.6465720000000001,#188064,24,128,100,"Primary somatosensory area, lower limb",SSp-ll,structure,3,6,AllenCCF-Ontology-2017-315
AllenCCF-Annotation-2020-113,AllenCCF-Ontology-2017-113,AllenCCF-Ontology-2017-SUBS,108,646572,0.6465720000000001,#188064,24,128,100,"Primary somatosensory area, lower limb, layer 2/3",SSp-ll2/3,substructure,4,30,AllenCCF-Ontology-2017-337
AllenCCF-Annotation-2020-1094,AllenCCF-Ontology-2017-997,AllenCCF-Ontology-2017-ORGA,1083,272824,0.27282400000000007,#FFFFFF,255,255,255,brain,brain,organ,0,0,
AllenCCF-Annotation-2020-1094,AllenCCF-Ontology-2017-8,AllenCCF-Ontology-2017-CATE,1083,272824,0.27282400000000007,#BFDAE3,191,218,227,Basic cell groups and regions,grey,category,1,1,AllenCCF-Ontology-2017-997
AllenCCF-Annotation-2020-1094,AllenCCF-Ontology-2017-315,AllenCCF-Ontology-2017-DIVI,1083,272824,0.27282400000000007,#70FF71,112,255,113,Isocortex,Isocortex,division,2,1,AllenCCF-Ontology-2017-8
AllenCCF-Annotation-2020-1094,AllenCCF-Ontology-2017-337,AllenCCF-Ontology-2017-STRU,1083,272824,0.27282400000000007,#188064,24,128,100,"Primary somatosensory area, lower limb",SSp-ll,structure,3,6,AllenCCF-Ontology-2017-315
AllenCCF-Annotation-2020-1094,AllenCCF-Ontology-2017-1094,AllenCCF-Ontology-2017-SUBS,1083,272824,0.27282400000000007,#188064,24,128,100,"Primary somatosensory area, lower limb, layer 4",SSp-ll4,substructure,4,31,AllenCCF-Ontology-2017-337
AllenCCF-Annotation-2020-1128,AllenCCF-Ontology-2017-997,AllenCCF-Ontology-2017-ORGA,1115,555260,0.5552600000000001,#FFFFFF,255,255,255,brain,brain,organ,0,0,
AllenCCF-Annotation-2020-1128,AllenCCF-Ontology-2017-8,AllenCCF-Ontology-2017-CATE,1115,555260,0.5552600000000001,#BFDAE3,191,218,227,Basic cell groups and regions,grey,category,1,1,AllenCCF-Ontology-2017-997
AllenCCF-Annotation-2020-1128,AllenCCF-Ontology-2017-315,AllenCCF-Ontology-2017-DIVI,1115,555260,0.5552600000000001,#70FF71,112,255,113,Isocortex,Isocortex,division,2,1,AllenCCF-Ontology-2017-8
AllenCCF-Annotation-2020-1128,AllenCCF-Ontology-2017-337,AllenCCF-Ontology-2017-STRU,1115,555260,0.5552600000000001,#188064,24,128,100,"Primary somatosensory area, lower limb",SSp-ll,structure,3,6,AllenCCF-Ontology-2017-315
AllenCCF-Annotation-2020-1128,AllenCCF-Ontology-2017-1128,AllenCCF-Ontology-2017-SUBS,1115,555260,0.5552600000000001,#188064,24,128,100,"Primary somatosensory area, lower limb, layer 5",SSp-ll5,substructure,4,32,AllenCCF-Ontology-2017-337
AllenCCF-Annotation-2020-478,AllenCCF-Ontology-2017-997,AllenCCF-Ontology-2017-ORGA,468,528074,0.528074,#FFFFFF,255,255,255,brain,brain,organ,0,0,
AllenCCF-Annotation-2020-478,AllenCCF-Ontology-2017-8,AllenCCF-Ontology-2017-CATE,468,528074,0.528074,#BFDAE3,191,218,227,Basic cell groups and regions,grey,category,1,1,AllenCCF-Ontology-2017-997
AllenCCF-Annotation-2020-478,AllenCCF-Ontology-2017-315,AllenCCF-Ontology-2017-DIVI,468,528074,0.528074,#70FF71,112,255,113,Isocortex,Isocortex,division,2,1,AllenCCF-Ontology-2017-8
AllenCCF-Annotation-2020-478,AllenCCF-Ontology-2017-337,AllenCCF-Ontology-2017-STRU,468,528074,0.528074,#188064,24,128,100,"Primary somatosensory area, lower limb",SSp-ll,structure,3,6,AllenCCF-Ontology-2017-315
AllenCCF-Annotation-2020-478,AllenCCF-Ontology-2017-478,AllenCCF-Ontology-2017-SUBS,468,528074,0.528074,#188064,24,128,100,"Primary somatosensory area, lower limb, layer 6a",SSp-ll6a,substructure,4,33,AllenCCF-Ontology-2017-337
AllenCCF-Annotation-2020-510,AllenCCF-Ontology-2017-997,AllenCCF-Ontology-2017-ORGA,500,49824,0.04982400000000001,#FFFFFF,255,255,255,brain,brain,organ,0,0,
AllenCCF-Annotation-2020-510,AllenCCF-Ontology-2017-8,AllenCCF-Ontology-2017-CATE,500,49824,0.04982400000000001,#BFDAE3,191,218,227,Basic cell groups and regions,grey,category,1,1,AllenCCF-Ontology-2017-997
AllenCCF-Annotation-2020-510,AllenCCF-Ontology-2017-315,AllenCCF-Ontology-2017-DIVI,500,49824,0.04982400000000001,#70FF71,112,255,113,Isocortex,Isocortex,division,2,1,AllenCCF-Ontology-2017-8
AllenCCF-Annotation-2020-510,AllenCCF-Ontology-2017-337,AllenCCF-Ontology-2017-STRU,500,49824,0.04982400000000001,#188064,24,128,100,"Primary somatosensory area, lower limb",SSp-ll,structure,3,6,AllenCCF-Ontology-2017-315
AllenCCF-Annotation-2020-510,AllenCCF-Ontology-2017-510,AllenCCF-Ontology-2017-SUBS,500,49824,0.04982400000000001,#188064,24,128,100,"Primary somatosensory area, lower limb, layer 6b",SSp-ll6b,substructure,4,34,AllenCCF-Ontology-2017-337
AllenCCF-Annotation-2020-878,AllenCCF-Ontology-2017-997,AllenCCF-Ontology-2017-ORGA,868,780612,0.7806120000000001,#FFFFFF,255,255,255,brain,brain,organ,0,0,
AllenCCF-Annotation-2020-878,AllenCCF-Ontology-2017-8,AllenCCF-Ontology-2017-CATE,868,780612,0.7806120000000001,#BFDAE3,191,218,227,Basic cell groups and regions,grey,category,1,1,AllenCCF-Ontology-2017-997
AllenCCF-Annotation-2020-878,AllenCCF-Ontology-2017-315,AllenCCF-Ontology-2017-DIVI,868,780612,0.7806120000000001,#70FF71,112,255,113,Isocortex,Isocortex,division,2,1,AllenCCF-Ontology-2017-8
AllenCCF-Annotation-2020-878,AllenCCF-Ontology-2017-345,AllenCCF-Ontology-2017-STRU,868,780612,0.7806120000000001,#188064,24,128,100,"Primary somatosensory area, mouth",SSp-m,structure,3,7,AllenCCF-Ontology-2017-315
AllenCCF-Annotation-2020-878,AllenCCF-Ontology-2017-878,AllenCCF-Ontology-2017-SUBS,868,780612,0.7806120000000001,#188064,24,128,100,"Primary somatosensory area, mouth, layer 1",SSp-m1,substructure,4,35,AllenCCF-Ontology-2017-345
AllenCCF-Annotation-2020-657,AllenCCF-Ontology-2017-997,AllenCCF-Ontology-2017-ORGA,647,1497244,1.4972440000000002,#FFFFFF,255,255,255,brain,brain,organ,0,0,
AllenCCF-Annotation-2020-657,AllenCCF-Ontology-2017-8,AllenCCF-Ontology-2017-CATE,647,1497244,1.4972440000000002,#BFDAE3,191,218,227,Basic cell groups and regions,grey,category,1,1,AllenCCF-Ontology-2017-997
AllenCCF-Annotation-2020-657,AllenCCF-Ontology-2017-315,AllenCCF-Ontology-2017-DIVI,647,1497244,1.4972440000000002,#70FF71,112,255,113,Isocortex,Isocortex,division,2,1,AllenCCF-Ontology-2017-8
AllenCCF-Annotation-2020-657,AllenCCF-Ontology-2017-345,AllenCCF-Ontology-2017-STRU,647,1497244,1.4972440000000002,#188064,24,128,100,"Primary somatosensory area, mouth",SSp-m,structure,3,7,AllenCCF-Ontology-2017-315
AllenCCF-Annotation-2020-657,AllenCCF-Ontology-2017-657,AllenCCF-Ontology-2017-SUBS,647,1497244,1.4972440000000002,#188064,24,128,100,"Primary somatosensory area, mouth, layer 2/3",SSp-m2/3,substructure,4,36,AllenCCF-Ontology-2017-345
AllenCCF-Annotation-2020-950,AllenCCF-Ontology-2017-997,AllenCCF-Ontology-2017-ORGA,940,948750,0.9487500000000002,#FFFFFF,255,255,255,brain,brain,organ,0,0,
AllenCCF-Annotation-2020-950,AllenCCF-Ontology-2017-8,AllenCCF-Ontology-2017-CATE,940,948750,0.9487500000000002,#BFDAE3,191,218,227,Basic cell groups and regions,grey,category,1,1,AllenCCF-Ontology-2017-997
AllenCCF-Annotation-2020-950,AllenCCF-Ontology-2017-315,AllenCCF-Ontology-2017-DIVI,940,948750,0.9487500000000002,#70FF71,112,255,113,Isocortex,Isocortex,division,2,1,AllenCCF-Ontology-2017-8
AllenCCF-Annotation-2020-950,AllenCCF-Ontology-2017-345,AllenCCF-Ontology-2017-STRU,940,948750,0.9487500000000002,#188064,24,128,100,"Primary somatosensory area, mouth",SSp-m,structure,3,7,AllenCCF-Ontology-2017-315
AllenCCF-Annotation-2020-950,AllenCCF-Ontology-2017-950,AllenCCF-Ontology-2017-SUBS,940,948750,0.9487500000000002,#188064,24,128,100,"Primary somatosensory area, mouth, layer 4",SSp-m4,substructure,4,37,AllenCCF-Ontology-2017-345
AllenCCF-Annotation-2020-974,AllenCCF-Ontology-2017-997,AllenCCF-Ontology-2017-ORGA,964,1217080,1.2170800000000002,#FFFFFF,255,255,255,brain,brain,organ,0,0,
AllenCCF-Annotation-2020-974,AllenCCF-Ontology-2017-8,AllenCCF-Ontology-2017-CATE,964,1217080,1.2170800000000002,#BFDAE3,191,218,227,Basic cell groups and regions,grey,category,1,1,AllenCCF-Ontology-2017-997
AllenCCF-Annotation-2020-974,AllenCCF-Ontology-2017-315,AllenCCF-Ontology-2017-DIVI,964,1217080,1.2170800000000002,#70FF71,112,255,113,Isocortex,Isocortex,division,2,1,AllenCCF-Ontology-2017-8
AllenCCF-Annotation-2020-974,AllenCCF-Ontology-2017-345,AllenCCF-Ontology-2017-STRU,964,1217080,1.2170800000000002,#188064,24,128,100,"Primary somatosensory area, mouth",SSp-m,structure,3,7,AllenCCF-Ontology-2017-315
AllenCCF-Annotation-2020-974,AllenCCF-Ontology-2017-974,AllenCCF-Ontology-2017-SUBS,964,1217080,1.2170800000000002,#188064,24,128,100,"Primary somatosensory area, mouth, layer 5",SSp-m5,substructure,4,38,AllenCCF-Ontology-2017-345
AllenCCF-Annotation-2020-1102,AllenCCF-Ontology-2017-997,AllenCCF-Ontology-2017-ORGA,1091,1651680,1.6516800000000003,#FFFFFF,255,255,255,brain,brain,organ,0,0,
AllenCCF-Annotation-2020-1102,AllenCCF-Ontology-2017-8,AllenCCF-Ontology-2017-CATE,1091,1651680,1.6516800000000003,#BFDAE3,191,218,227,Basic cell groups and regions,grey,category,1,1,AllenCCF-Ontology-2017-997
AllenCCF-Annotation-2020-1102,AllenCCF-Ontology-2017-315,AllenCCF-Ontology-2017-DIVI,1091,1651680,1.6516800000000003,#70FF71,112,255,113,Isocortex,Isocortex,division,2,1,AllenCCF-Ontology-2017-8
AllenCCF-Annotation-2020-1102,AllenCCF-Ontology-2017-345,AllenCCF-Ontology-2017-STRU,1091,1651680,1.6516800000000003,#188064,24,128,100,"Primary somatosensory area, mouth",SSp-m,structure,3,7,AllenCCF-Ontology-2017-315
AllenCCF-Annotation-2020-1102,AllenCCF-Ontology-2017-1102,AllenCCF-Ontology-2017-SUBS,1091,1651680,1.6516800000000003,#188064,24,128,100,"Primary somatosensory area, mouth, layer 6a",SSp-m6a,substructure,4,39,AllenCCF-Ontology-2017-345
AllenCCF-Annotation-2020-2,AllenCCF-Ontology-2017-997,AllenCCF-Ontology-2017-ORGA,2,114254,0.11425400000000002,#FFFFFF,255,255,255,brain,brain,organ,0,0,
AllenCCF-Annotation-2020-2,AllenCCF-Ontology-2017-8,AllenCCF-Ontology-2017-CATE,2,114254,0.11425400000000002,#BFDAE3,191,218,227,Basic cell groups and regions,grey,category,1,1,AllenCCF-Ontology-2017-997
AllenCCF-Annotation-2020-2,AllenCCF-Ontology-2017-315,AllenCCF-Ontology-2017-DIVI,2,114254,0.11425400000000002,#70FF71,112,255,113,Isocortex,Isocortex,division,2,1,AllenCCF-Ontology-2017-8
AllenCCF-Annotation-2020-2,AllenCCF-Ontology-2017-345,AllenCCF-Ontology-2017-STRU,2,114254,0.11425400000000002,#188064,24,128,100,"Primary somatosensory area, mouth",SSp-m,structure,3,7,AllenCCF-Ontology-2017-315
AllenCCF-Annotation-2020-2,AllenCCF-Ontology-2017-2,AllenCCF-Ontology-2017-SUBS,2,114254,0.11425400000000002,#188064,24,128,100,"Primary somatosensory area, mouth, layer 6b",SSp-m6b,substructure,4,40,AllenCCF-Ontology-2017-345
AllenCCF-Annotation-2020-450,AllenCCF-Ontology-2017-997,AllenCCF-Ontology-2017-ORGA,440,459820,0.45982000000000006,#FFFFFF,255,255,255,brain,brain,organ,0,0,
AllenCCF-Annotation-2020-450,AllenCCF-Ontology-2017-8,AllenCCF-Ontology-2017-CATE,440,459820,0.45982000000000006,#BFDAE3,191,218,227,Basic cell groups and regions,grey,category,1,1,AllenCCF-Ontology-2017-997
AllenCCF-Annotation-2020-450,AllenCCF-Ontology-2017-315,AllenCCF-Ontology-2017-DIVI,440,459820,0.45982000000000006,#70FF71,112,255,113,Isocortex,Isocortex,division,2,1,AllenCCF-Ontology-2017-8
AllenCCF-Annotation-2020-450,AllenCCF-Ontology-2017-369,AllenCCF-Ontology-2017-STRU,440,459820,0.45982000000000006,#188064,24,128,100,"Primary somatosensory area, upper limb",SSp-ul,structure,3,8,AllenCCF-Ontology-2017-315
AllenCCF-Annotation-2020-450,AllenCCF-Ontology-2017-450,AllenCCF-Ontology-2017-SUBS,440,459820,0.45982000000000006,#188064,24,128,100,"Primary somatosensory area, upper limb, layer 1",SSp-ul1,substructure,4,41,AllenCCF-Ontology-2017-369
AllenCCF-Annotation-2020-854,AllenCCF-Ontology-2017-997,AllenCCF-Ontology-2017-ORGA,844,978956,0.9789560000000002,#FFFFFF,255,255,255,brain,brain,organ,0,0,
AllenCCF-Annotation-2020-854,AllenCCF-Ontology-2017-8,AllenCCF-Ontology-2017-CATE,844,978956,0.9789560000000002,#BFDAE3,191,218,227,Basic cell groups and regions,grey,category,1,1,AllenCCF-Ontology-2017-997
AllenCCF-Annotation-2020-854,AllenCCF-Ontology-2017-315,AllenCCF-Ontology-2017-DIVI,844,978956,0.9789560000000002,#70FF71,112,255,113,Isocortex,Isocortex,division,2,1,AllenCCF-Ontology-2017-8
AllenCCF-Annotation-2020-854,AllenCCF-Ontology-2017-369,AllenCCF-Ontology-2017-STRU,844,978956,0.9789560000000002,#188064,24,128,100,"Primary somatosensory area, upper limb",SSp-ul,structure,3,8,AllenCCF-Ontology-2017-315
AllenCCF-Annotation-2020-854,AllenCCF-Ontology-2017-854,AllenCCF-Ontology-2017-SUBS,844,978956,0.9789560000000002,#188064,24,128,100,"Primary somatosensory area, upper limb, layer 2/3",SSp-ul2/3,substructure,4,42,AllenCCF-Ontology-2017-369
AllenCCF-Annotation-2020-577,AllenCCF-Ontology-2017-997,AllenCCF-Ontology-2017-ORGA,567,523130,0.5231300000000001,#FFFFFF,255,255,255,brain,brain,organ,0,0,
AllenCCF-Annotation-2020-577,AllenCCF-Ontology-2017-8,AllenCCF-Ontology-2017-CATE,567,523130,0.5231300000000001,#BFDAE3,191,218,227,Basic cell groups and regions,grey,category,1,1,AllenCCF-Ontology-2017-997
AllenCCF-Annotation-2020-577,AllenCCF-Ontology-2017-315,AllenCCF-Ontology-2017-DIVI,567,523130,0.5231300000000001,#70FF71,112,255,113,Isocortex,Isocortex,division,2,1,AllenCCF-Ontology-2017-8
AllenCCF-Annotation-2020-577,AllenCCF-Ontology-2017-369,AllenCCF-Ontology-2017-STRU,567,523130,0.5231300000000001,#188064,24,128,100,"Primary somatosensory area, upper limb",SSp-ul,structure,3,8,AllenCCF-Ontology-2017-315
AllenCCF-Annotation-2020-577,AllenCCF-Ontology-2017-577,AllenCCF-Ontology-2017-SUBS,567,523130,0.5231300000000001,#188064,24,128,100,"Primary somatosensory area, upper limb, layer 4",SSp-ul4,substructure,4,43,AllenCCF-Ontology-2017-369
AllenCCF-Annotation-2020-625,AllenCCF-Ontology-2017-997,AllenCCF-Ontology-2017-ORGA,615,792298,0.7922980000000002,#FFFFFF,255,255,255,brain,brain,organ,0,0,
AllenCCF-Annotation-2020-625,AllenCCF-Ontology-2017-8,AllenCCF-Ontology-2017-CATE,615,792298,0.7922980000000002,#BFDAE3,191,218,227,Basic cell groups and regions,grey,category,1,1,AllenCCF-Ontology-2017-997
AllenCCF-Annotation-2020-625,AllenCCF-Ontology-2017-315,AllenCCF-Ontology-2017-DIVI,615,792298,0.7922980000000002,#70FF71,112,255,113,Isocortex,Isocortex,division,2,1,AllenCCF-Ontology-2017-8
AllenCCF-Annotation-2020-625,AllenCCF-Ontology-2017-369,AllenCCF-Ontology-2017-STRU,615,792298,0.7922980000000002,#188064,24,128,100,"Primary somatosensory area, upper limb",SSp-ul,structure,3,8,AllenCCF-Ontology-2017-315
AllenCCF-Annotation-2020-625,AllenCCF-Ontology-2017-625,AllenCCF-Ontology-2017-SUBS,615,792298,0.7922980000000002,#188064,24,128,100,"Primary somatosensory area, upper limb, layer 5",SSp-ul5,substructure,4,44,AllenCCF-Ontology-2017-369
AllenCCF-Annotation-2020-945,AllenCCF-Ontology-2017-997,AllenCCF-Ontology-2017-ORGA,935,942014,0.9420140000000001,#FFFFFF,255,255,255,brain,brain,organ,0,0,
AllenCCF-Annotation-2020-945,AllenCCF-Ontology-2017-8,AllenCCF-Ontology-2017-CATE,935,942014,0.9420140000000001,#BFDAE3,191,218,227,Basic cell groups and regions,grey,category,1,1,AllenCCF-Ontology-2017-997
AllenCCF-Annotation-2020-945,AllenCCF-Ontology-2017-315,AllenCCF-Ontology-2017-DIVI,935,942014,0.9420140000000001,#70FF71,112,255,113,Isocortex,Isocortex,division,2,1,AllenCCF-Ontology-2017-8
AllenCCF-Annotation-2020-945,AllenCCF-Ontology-2017-369,AllenCCF-Ontology-2017-STRU,935,942014,0.9420140000000001,#188064,24,128,100,"Primary somatosensory area, upper limb",SSp-ul,structure,3,8,AllenCCF-Ontology-2017-315
AllenCCF-Annotation-2020-945,AllenCCF-Ontology-2017-945,AllenCCF-Ontology-2017-SUBS,935,942014,0.9420140000000001,#188064,24,128,100,"Primary somatosensory area, upper limb, layer 6a",SSp-ul6a,substructure,4,45,AllenCCF-Ontology-2017-369
AllenCCF-Annotation-2020-1026,AllenCCF-Ontology-2017-997,AllenCCF-Ontology-2017-ORGA,1015,73244,0.07324400000000002,#FFFFFF,255,255,255,brain,brain,organ,0,0,
AllenCCF-Annotation-2020-1026,AllenCCF-Ontology-2017-8,AllenCCF-Ontology-2017-CATE,1015,73244,0.07324400000000002,#BFDAE3,191,218,227,Basic cell groups and regions,grey,category,1,1,AllenCCF-Ontology-2017-997
AllenCCF-Annotation-2020-1026,AllenCCF-Ontology-2017-315,AllenCCF-Ontology-2017-DIVI,1015,73244,0.07324400000000002,#70FF71,112,255,113,Isocortex,Isocortex,division,2,1,AllenCCF-Ontology-2017-8
